account_id,district_id,frequency,date
4424,48,POPLATEK MESICNE,1996-01-29
3389,13,POPLATEK MESICNE,1996-01-30
10558,40,POPLATEK MESICNE,1996-02-01
1859,50,POPLATEK MESICNE,1996-02-02
2109,34,POPLATEK MESICNE,1996-02-02
1977,41,POPLATEK MESICNE,1996-02-03
5181,75,POPLATEK MESICNE,1996-02-03
2635,27,POPLATEK MESICNE,1996-02-04
4851,52,POPLATEK MESICNE,1996-02-04
2774,42,POPLATEK MESICNE,1996-02-05
2469,11,POPLATEK MESICNE,1996-02-05
3931,28,POPLATEK MESICNE,1996-02-05
804,64,POPLATEK MESICNE,1996-02-06
2890,69,POPLATEK MESICNE,1996-02-07
2719,10,POPLATEK MESICNE,1996-02-08
516,6,POPLATEK MESICNE,1996-02-08
2551,5,POPLATEK MESICNE,1996-02-08
2499,2,POPLATEK MESICNE,1996-02-08
2893,39,POPLATEK MESICNE,1996-02-08
1922,60,POPLATEK MESICNE,1996-02-09
264,15,POPLATEK MESICNE,1996-02-09
3890,50,POPLATEK MESICNE,1996-02-10
1611,69,POPLATEK MESICNE,1996-02-11
2230,7,POPLATEK MESICNE,1996-02-11
3933,61,POPLATEK MESICNE,1996-02-11
2212,33,POPLATEK MESICNE,1996-02-12
1964,25,POPLATEK MESICNE,1996-02-12
1612,66,POPLATEK MESICNE,1996-02-12
2600,1,POPLATEK MESICNE,1996-02-13
949,58,POPLATEK MESICNE,1996-02-13
1111,5,POPLATEK MESICNE,1996-02-16
3439,16,POPLATEK MESICNE,1996-02-16
3578,1,POPLATEK MESICNE,1996-02-17
1380,53,POPLATEK MESICNE,1996-02-19
3754,37,POPLATEK TYDNE,1996-02-19
1102,70,POPLATEK MESICNE,1996-02-19
55,20,POPLATEK MESICNE,1996-02-19
2403,25,POPLATEK MESICNE,1996-02-20
3721,22,POPLATEK MESICNE,1996-02-21
3358,44,POPLATEK MESICNE,1996-02-21
3151,6,POPLATEK MESICNE,1996-02-21
1310,1,POPLATEK MESICNE,1996-02-22
3016,26,POPLATEK MESICNE,1996-02-23
827,36,POPLATEK MESICNE,1996-02-23
959,1,POPLATEK MESICNE,1996-02-23
1585,42,POPLATEK MESICNE,1996-02-23
590,50,POPLATEK MESICNE,1996-02-24
3924,70,POPLATEK MESICNE,1996-02-24
2772,11,POPLATEK MESICNE,1996-02-24
1962,77,POPLATEK MESICNE,1996-02-24
10478,70,POPLATEK TYDNE,1996-02-24
1265,49,POPLATEK MESICNE,1996-02-25
167,29,POPLATEK TYDNE,1996-02-26
3286,8,POPLATEK MESICNE,1996-02-26
3193,74,POPLATEK MESICNE,1996-02-27
4088,45,POPLATEK MESICNE,1996-03-01
3409,23,POPLATEK MESICNE,1996-03-01
2491,76,POPLATEK MESICNE,1996-03-01
3366,68,POPLATEK MESICNE,1996-03-02
3698,1,POPLATEK MESICNE,1996-03-03
1349,75,POPLATEK MESICNE,1996-03-05
1886,32,POPLATEK MESICNE,1996-03-05
1897,61,POPLATEK PO OBRATU,1996-03-05
2062,70,POPLATEK MESICNE,1996-03-06
1763,73,POPLATEK MESICNE,1996-03-06
2611,1,POPLATEK MESICNE,1996-03-06
2289,1,POPLATEK MESICNE,1996-03-07
3502,74,POPLATEK MESICNE,1996-03-08
2105,70,POPLATEK MESICNE,1996-03-09
3144,67,POPLATEK MESICNE,1996-03-09
357,20,POPLATEK MESICNE,1996-03-10
3118,48,POPLATEK MESICNE,1996-03-10
1510,33,POPLATEK MESICNE,1996-03-11
2263,36,POPLATEK MESICNE,1996-03-12
4863,5,POPLATEK MESICNE,1996-03-12
4092,74,POPLATEK MESICNE,1996-03-13
2633,25,POPLATEK MESICNE,1996-03-14
1800,51,POPLATEK MESICNE,1996-03-14
666,27,POPLATEK MESICNE,1996-03-15
2864,54,POPLATEK MESICNE,1996-03-16
1980,49,POPLATEK MESICNE,1996-03-16
821,60,POPLATEK MESICNE,1996-03-16
5591,9,POPLATEK MESICNE,1996-03-16
236,72,POPLATEK MESICNE,1996-03-16
865,17,POPLATEK MESICNE,1996-03-18
3672,26,POPLATEK MESICNE,1996-03-19
2334,50,POPLATEK MESICNE,1996-03-19
468,49,POPLATEK MESICNE,1996-03-19
525,70,POPLATEK MESICNE,1996-03-20
3322,65,POPLATEK TYDNE,1996-03-20
2033,71,POPLATEK MESICNE,1996-03-20
2904,13,POPLATEK MESICNE,1996-03-20
116,8,POPLATEK MESICNE,1996-03-21
824,32,POPLATEK MESICNE,1996-03-21
2889,8,POPLATEK MESICNE,1996-03-23
4008,27,POPLATEK MESICNE,1996-03-23
3605,3,POPLATEK MESICNE,1996-03-24
2578,54,POPLATEK MESICNE,1996-03-25
631,68,POPLATEK MESICNE,1996-03-25
1170,25,POPLATEK MESICNE,1996-03-26
7890,23,POPLATEK MESICNE,1996-03-26
3219,1,POPLATEK MESICNE,1996-03-26
3115,14,POPLATEK MESICNE,1996-03-27
286,71,POPLATEK MESICNE,1996-03-27
1384,74,POPLATEK TYDNE,1996-03-28
2624,31,POPLATEK MESICNE,1996-03-28
3349,47,POPLATEK MESICNE,1996-03-28
2631,1,POPLATEK MESICNE,1996-03-29
7520,9,POPLATEK MESICNE,1996-03-29
10065,76,POPLATEK MESICNE,1996-03-30
708,26,POPLATEK MESICNE,1996-03-30
2659,14,POPLATEK MESICNE,1996-03-30
3265,52,POPLATEK PO OBRATU,1996-03-30
1832,70,POPLATEK MESICNE,1996-04-01
7565,59,POPLATEK MESICNE,1996-04-02
3308,40,POPLATEK MESICNE,1996-04-02
1932,35,POPLATEK MESICNE,1996-04-03
1521,74,POPLATEK MESICNE,1996-04-04
2909,58,POPLATEK MESICNE,1996-04-04
2335,70,POPLATEK MESICNE,1996-04-04
3116,54,POPLATEK MESICNE,1996-04-05
3632,56,POPLATEK TYDNE,1996-04-06
2929,51,POPLATEK MESICNE,1996-04-06
1450,63,POPLATEK MESICNE,1996-04-07
8085,73,POPLATEK MESICNE,1996-04-08
1020,56,POPLATEK MESICNE,1996-04-09
7894,27,POPLATEK MESICNE,1996-04-09
1503,71,POPLATEK MESICNE,1996-04-10
3247,61,POPLATEK MESICNE,1996-04-11
152,1,POPLATEK MESICNE,1996-04-12
5072,6,POPLATEK MESICNE,1996-04-12
1622,19,POPLATEK MESICNE,1996-04-12
1655,41,POPLATEK MESICNE,1996-04-15
3976,74,POPLATEK MESICNE,1996-04-15
439,69,POPLATEK MESICNE,1996-04-15
1550,1,POPLATEK MESICNE,1996-04-15
101,35,POPLATEK MESICNE,1996-04-16
2254,1,POPLATEK MESICNE,1996-04-17
283,44,POPLATEK MESICNE,1996-04-18
3854,8,POPLATEK MESICNE,1996-04-18
1939,6,POPLATEK TYDNE,1996-04-19
1607,71,POPLATEK MESICNE,1996-04-20
1733,18,POPLATEK MESICNE,1996-04-20
766,3,POPLATEK MESICNE,1996-04-21
695,5,POPLATEK MESICNE,1996-04-21
2287,1,POPLATEK MESICNE,1996-04-21
1358,39,POPLATEK MESICNE,1996-04-21
1641,50,POPLATEK MESICNE,1996-04-22
3596,59,POPLATEK MESICNE,1996-04-23
1709,24,POPLATEK MESICNE,1996-04-23
3859,53,POPLATEK MESICNE,1996-04-23
481,72,POPLATEK MESICNE,1996-04-23
3280,1,POPLATEK MESICNE,1996-04-24
2246,1,POPLATEK MESICNE,1996-04-25
5395,47,POPLATEK MESICNE,1996-04-26
5505,1,POPLATEK MESICNE,1996-04-26
1304,40,POPLATEK MESICNE,1996-04-27
3038,10,POPLATEK MESICNE,1996-04-28
3027,62,POPLATEK MESICNE,1996-04-29
8896,28,POPLATEK PO OBRATU,1996-05-02
1192,29,POPLATEK MESICNE,1996-05-02
2116,70,POPLATEK MESICNE,1996-05-02
3791,1,POPLATEK TYDNE,1996-05-03
3531,59,POPLATEK MESICNE,1996-05-03
1328,8,POPLATEK MESICNE,1996-05-04
97,74,POPLATEK MESICNE,1996-05-05
1614,63,POPLATEK MESICNE,1996-05-07
2946,54,POPLATEK MESICNE,1996-05-07
3736,54,POPLATEK MESICNE,1996-05-08
3887,62,POPLATEK MESICNE,1996-05-08
1752,68,POPLATEK MESICNE,1996-05-08
1244,68,POPLATEK MESICNE,1996-05-08
1213,36,POPLATEK MESICNE,1996-05-08
3928,24,POPLATEK MESICNE,1996-05-08
302,7,POPLATEK MESICNE,1996-05-09
444,26,POPLATEK MESICNE,1996-05-09
3942,27,POPLATEK TYDNE,1996-05-10
9494,21,POPLATEK MESICNE,1996-05-10
3248,77,POPLATEK MESICNE,1996-05-11
132,40,POPLATEK PO OBRATU,1996-05-11
3512,46,POPLATEK MESICNE,1996-05-11
6792,1,POPLATEK MESICNE,1996-05-11
491,44,POPLATEK MESICNE,1996-05-12
9513,59,POPLATEK MESICNE,1996-05-12
684,49,POPLATEK MESICNE,1996-05-12
6158,67,POPLATEK MESICNE,1996-05-13
136,74,POPLATEK MESICNE,1996-05-14
632,29,POPLATEK MESICNE,1996-05-14
360,32,POPLATEK MESICNE,1996-05-14
9199,72,POPLATEK MESICNE,1996-05-15
2752,74,POPLATEK MESICNE,1996-05-15
76,52,POPLATEK MESICNE,1996-05-16
2505,60,POPLATEK MESICNE,1996-05-16
7542,54,POPLATEK MESICNE,1996-05-16
776,66,POPLATEK MESICNE,1996-05-18
3731,70,POPLATEK MESICNE,1996-05-20
2805,39,POPLATEK MESICNE,1996-05-20
1399,45,POPLATEK MESICNE,1996-05-20
8972,70,POPLATEK MESICNE,1996-05-21
891,34,POPLATEK MESICNE,1996-05-23
832,42,POPLATEK MESICNE,1996-05-24
1905,34,POPLATEK MESICNE,1996-05-25
7713,50,POPLATEK TYDNE,1996-05-25
4099,54,POPLATEK MESICNE,1996-05-26
1715,60,POPLATEK MESICNE,1996-05-26
1646,1,POPLATEK TYDNE,1996-05-27
450,59,POPLATEK MESICNE,1996-05-28
10445,72,POPLATEK MESICNE,1996-05-29
3240,35,POPLATEK TYDNE,1996-05-29
1124,26,POPLATEK MESICNE,1996-06-02
687,27,POPLATEK MESICNE,1996-06-02
3459,76,POPLATEK MESICNE,1996-06-02
2837,46,POPLATEK MESICNE,1996-06-02
2190,41,POPLATEK TYDNE,1996-06-04
2982,19,POPLATEK MESICNE,1996-06-04
9263,68,POPLATEK MESICNE,1996-06-04
1405,53,POPLATEK MESICNE,1996-06-04
1954,72,POPLATEK MESICNE,1996-06-05
1913,48,POPLATEK MESICNE,1996-06-06
3199,66,POPLATEK MESICNE,1996-06-06
1270,55,POPLATEK PO OBRATU,1996-06-07
3522,16,POPLATEK MESICNE,1996-06-07
171,46,POPLATEK MESICNE,1996-06-08
3676,58,POPLATEK MESICNE,1996-06-08
1082,2,POPLATEK MESICNE,1996-06-08
6699,35,POPLATEK MESICNE,1996-06-08
1219,1,POPLATEK MESICNE,1996-06-08
4803,26,POPLATEK MESICNE,1996-06-08
3591,1,POPLATEK PO OBRATU,1996-06-09
1058,47,POPLATEK MESICNE,1996-06-11
409,1,POPLATEK MESICNE,1996-06-11
3584,55,POPLATEK MESICNE,1996-06-12
93,2,POPLATEK MESICNE,1996-06-12
2710,12,POPLATEK MESICNE,1996-06-12
2397,70,POPLATEK MESICNE,1996-06-14
2603,9,POPLATEK MESICNE,1996-06-14
3668,1,POPLATEK MESICNE,1996-06-15
2400,40,POPLATEK MESICNE,1996-06-15
558,10,POPLATEK MESICNE,1996-06-15
4626,9,POPLATEK MESICNE,1996-06-15
4447,62,POPLATEK MESICNE,1996-06-16
3515,68,POPLATEK MESICNE,1996-06-16
8158,48,POPLATEK TYDNE,1996-06-16
1086,37,POPLATEK MESICNE,1996-06-17
2602,46,POPLATEK MESICNE,1996-06-17
507,52,POPLATEK MESICNE,1996-06-17
3647,77,POPLATEK MESICNE,1996-06-17
3180,1,POPLATEK MESICNE,1996-06-18
1271,17,POPLATEK MESICNE,1996-06-18
2870,1,POPLATEK MESICNE,1996-06-18
3645,36,POPLATEK MESICNE,1996-06-18
3485,53,POPLATEK MESICNE,1996-06-19
373,67,POPLATEK MESICNE,1996-06-20
2977,28,POPLATEK MESICNE,1996-06-20
3120,1,POPLATEK MESICNE,1996-06-20
3696,1,POPLATEK MESICNE,1996-06-22
3585,1,POPLATEK MESICNE,1996-06-23
2706,47,POPLATEK MESICNE,1996-06-23
2773,38,POPLATEK MESICNE,1996-06-23
962,64,POPLATEK MESICNE,1996-06-24
2295,57,POPLATEK MESICNE,1996-06-25
2040,75,POPLATEK MESICNE,1996-06-25
1029,26,POPLATEK MESICNE,1996-06-25
3318,62,POPLATEK MESICNE,1996-06-25
6688,16,POPLATEK MESICNE,1996-06-25
1396,46,POPLATEK MESICNE,1996-06-26
3573,59,POPLATEK MESICNE,1996-06-27
1007,1,POPLATEK MESICNE,1996-06-28
4379,44,POPLATEK MESICNE,1996-06-28
3793,5,POPLATEK MESICNE,1996-06-28
3864,33,POPLATEK MESICNE,1996-07-01
7181,77,POPLATEK PO OBRATU,1996-07-02
1241,53,POPLATEK MESICNE,1996-07-02
2344,13,POPLATEK MESICNE,1996-07-02
2530,74,POPLATEK MESICNE,1996-07-02
2319,58,POPLATEK MESICNE,1996-07-02
7033,75,POPLATEK MESICNE,1996-07-03
1480,41,POPLATEK TYDNE,1996-07-03
2604,68,POPLATEK MESICNE,1996-07-04
5269,49,POPLATEK MESICNE,1996-07-04
3563,1,POPLATEK MESICNE,1996-07-04
1903,11,POPLATEK MESICNE,1996-07-05
3153,2,POPLATEK MESICNE,1996-07-05
265,19,POPLATEK MESICNE,1996-07-05
2812,18,POPLATEK MESICNE,1996-07-05
7101,54,POPLATEK MESICNE,1996-07-06
313,73,POPLATEK MESICNE,1996-07-06
2593,5,POPLATEK MESICNE,1996-07-06
3694,70,POPLATEK MESICNE,1996-07-06
9859,27,POPLATEK MESICNE,1996-07-08
10711,36,POPLATEK MESICNE,1996-07-08
1739,3,POPLATEK MESICNE,1996-07-08
10202,70,POPLATEK MESICNE,1996-07-08
955,59,POPLATEK MESICNE,1996-07-08
3334,67,POPLATEK MESICNE,1996-07-09
984,2,POPLATEK MESICNE,1996-07-10
2825,54,POPLATEK MESICNE,1996-07-10
5602,19,POPLATEK PO OBRATU,1996-07-10
573,1,POPLATEK TYDNE,1996-07-11
2112,44,POPLATEK MESICNE,1996-07-12
2506,22,POPLATEK PO OBRATU,1996-07-12
1895,35,POPLATEK MESICNE,1996-07-12
3426,9,POPLATEK TYDNE,1996-07-13
2468,4,POPLATEK MESICNE,1996-07-13
858,52,POPLATEK MESICNE,1996-07-13
584,31,POPLATEK MESICNE,1996-07-14
392,1,POPLATEK MESICNE,1996-07-14
869,16,POPLATEK MESICNE,1996-07-15
526,67,POPLATEK MESICNE,1996-07-16
3946,70,POPLATEK MESICNE,1996-07-16
593,48,POPLATEK MESICNE,1996-07-16
4086,66,POPLATEK MESICNE,1996-07-17
9138,26,POPLATEK MESICNE,1996-07-18
5837,5,POPLATEK MESICNE,1996-07-18
2266,50,POPLATEK MESICNE,1996-07-19
1893,48,POPLATEK MESICNE,1996-07-20
11123,39,POPLATEK MESICNE,1996-07-21
1765,18,POPLATEK MESICNE,1996-07-21
4618,3,POPLATEK MESICNE,1996-07-21
3543,74,POPLATEK MESICNE,1996-07-21
1471,1,POPLATEK MESICNE,1996-07-21
2407,1,POPLATEK MESICNE,1996-07-21
378,68,POPLATEK MESICNE,1996-07-22
3526,1,POPLATEK MESICNE,1996-07-22
113,55,POPLATEK MESICNE,1996-07-22
683,74,POPLATEK MESICNE,1996-07-22
3511,70,POPLATEK MESICNE,1996-07-23
2717,74,POPLATEK MESICNE,1996-07-25
2983,42,POPLATEK MESICNE,1996-07-25
1490,5,POPLATEK MESICNE,1996-07-25
6453,34,POPLATEK MESICNE,1996-07-27
7907,70,POPLATEK MESICNE,1996-07-27
2291,49,POPLATEK MESICNE,1996-07-27
3192,18,POPLATEK MESICNE,1996-07-28
3880,3,POPLATEK MESICNE,1996-07-28
1187,55,POPLATEK MESICNE,1996-07-28
25,68,POPLATEK MESICNE,1996-07-28
10954,25,POPLATEK MESICNE,1996-07-29
1571,66,POPLATEK MESICNE,1996-07-29
371,12,POPLATEK MESICNE,1996-08-02
4071,64,POPLATEK MESICNE,1996-08-03
2278,1,POPLATEK MESICNE,1996-08-03
2350,18,POPLATEK MESICNE,1996-08-04
2101,9,POPLATEK MESICNE,1996-08-04
1267,43,POPLATEK MESICNE,1996-08-05
1654,30,POPLATEK MESICNE,1996-08-05
2383,68,POPLATEK MESICNE,1996-08-05
3614,19,POPLATEK MESICNE,1996-08-07
436,30,POPLATEK MESICNE,1996-08-07
2329,1,POPLATEK MESICNE,1996-08-07
4442,54,POPLATEK MESICNE,1996-08-08
715,32,POPLATEK MESICNE,1996-08-08
9491,7,POPLATEK TYDNE,1996-08-08
503,1,POPLATEK MESICNE,1996-08-08
2794,74,POPLATEK MESICNE,1996-08-08
2191,1,POPLATEK MESICNE,1996-08-08
2947,57,POPLATEK MESICNE,1996-08-09
2086,70,POPLATEK TYDNE,1996-08-09
1211,49,POPLATEK MESICNE,1996-08-09
2724,11,POPLATEK MESICNE,1996-08-09
963,7,POPLATEK MESICNE,1996-08-09
1223,70,POPLATEK MESICNE,1996-08-10
2149,7,POPLATEK MESICNE,1996-08-11
416,6,POPLATEK MESICNE,1996-08-11
2114,30,POPLATEK MESICNE,1996-08-11
779,16,POPLATEK MESICNE,1996-08-13
916,1,POPLATEK MESICNE,1996-08-13
2439,74,POPLATEK MESICNE,1996-08-13
1885,47,POPLATEK MESICNE,1996-08-13
1563,47,POPLATEK MESICNE,1996-08-14
2209,65,POPLATEK MESICNE,1996-08-15
2013,54,POPLATEK MESICNE,1996-08-15
382,14,POPLATEK MESICNE,1996-08-16
42,39,POPLATEK MESICNE,1996-08-16
945,18,POPLATEK MESICNE,1996-08-16
3741,65,POPLATEK MESICNE,1996-08-18
3311,8,POPLATEK MESICNE,1996-08-18
7637,46,POPLATEK MESICNE,1996-08-19
4010,30,POPLATEK MESICNE,1996-08-19
4144,1,POPLATEK MESICNE,1996-08-19
166,17,POPLATEK MESICNE,1996-08-20
2034,54,POPLATEK MESICNE,1996-08-21
2622,1,POPLATEK MESICNE,1996-08-21
617,74,POPLATEK MESICNE,1996-08-23
3427,36,POPLATEK MESICNE,1996-08-23
58,29,POPLATEK MESICNE,1996-08-23
9826,68,POPLATEK MESICNE,1996-08-23
2094,73,POPLATEK MESICNE,1996-08-23
182,47,POPLATEK MESICNE,1996-08-24
1517,5,POPLATEK MESICNE,1996-08-24
1504,1,POPLATEK MESICNE,1996-08-26
399,1,POPLATEK MESICNE,1996-08-27
637,49,POPLATEK MESICNE,1996-08-27
4588,12,POPLATEK MESICNE,1996-08-27
2677,5,POPLATEK MESICNE,1996-08-28
1894,6,POPLATEK MESICNE,1996-08-29
3155,28,POPLATEK MESICNE,1996-08-29
242,69,POPLATEK MESICNE,1996-08-29
3774,72,POPLATEK MESICNE,1996-08-30
3272,53,POPLATEK MESICNE,1996-08-30
3504,70,POPLATEK MESICNE,1996-08-30
871,1,POPLATEK MESICNE,1996-09-02
406,63,POPLATEK MESICNE,1996-09-03
694,67,POPLATEK MESICNE,1996-09-04
920,58,POPLATEK MESICNE,1996-09-05
1525,57,POPLATEK MESICNE,1996-09-05
1997,74,POPLATEK MESICNE,1996-09-05
5362,76,POPLATEK TYDNE,1996-09-06
1408,10,POPLATEK MESICNE,1996-09-07
2314,2,POPLATEK MESICNE,1996-09-07
297,74,POPLATEK MESICNE,1996-09-08
4405,41,POPLATEK MESICNE,1996-09-08
2045,34,POPLATEK MESICNE,1996-09-09
2629,66,POPLATEK MESICNE,1996-09-10
2614,44,POPLATEK MESICNE,1996-09-11
2164,63,POPLATEK MESICNE,1996-09-12
1600,1,POPLATEK MESICNE,1996-09-13
3044,72,POPLATEK MESICNE,1996-09-14
3499,51,POPLATEK MESICNE,1996-09-14
1474,63,POPLATEK MESICNE,1996-09-14
2026,64,POPLATEK MESICNE,1996-09-14
1556,54,POPLATEK MESICNE,1996-09-15
6075,19,POPLATEK MESICNE,1996-09-15
2275,1,POPLATEK MESICNE,1996-09-16
3098,1,POPLATEK MESICNE,1996-09-16
2990,30,POPLATEK MESICNE,1996-09-16
3191,72,POPLATEK MESICNE,1996-09-17
2076,18,POPLATEK MESICNE,1996-09-17
3569,1,POPLATEK MESICNE,1996-09-18
10789,75,POPLATEK MESICNE,1996-09-18
6083,6,POPLATEK TYDNE,1996-09-19
8268,59,POPLATEK MESICNE,1996-09-19
1063,68,POPLATEK MESICNE,1996-09-19
1532,54,POPLATEK MESICNE,1996-09-19
1538,22,POPLATEK MESICNE,1996-09-20
2640,1,POPLATEK MESICNE,1996-09-21
3431,64,POPLATEK MESICNE,1996-09-21
3967,54,POPLATEK MESICNE,1996-09-22
7632,68,POPLATEK MESICNE,1996-09-22
2801,11,POPLATEK MESICNE,1996-09-23
770,7,POPLATEK MESICNE,1996-09-24
2332,77,POPLATEK MESICNE,1996-09-24
2091,1,POPLATEK MESICNE,1996-09-25
1377,1,POPLATEK MESICNE,1996-09-25
9241,74,POPLATEK MESICNE,1996-09-25
1308,54,POPLATEK MESICNE,1996-09-25
1370,52,POPLATEK MESICNE,1996-09-25
1374,53,POPLATEK MESICNE,1996-09-26
3446,6,POPLATEK PO OBRATU,1996-09-27
2869,68,POPLATEK MESICNE,1996-09-27
2083,1,POPLATEK MESICNE,1996-09-28
698,71,POPLATEK MESICNE,1996-09-29
2483,1,POPLATEK MESICNE,1996-09-29
1500,43,POPLATEK MESICNE,1996-10-01
3232,37,POPLATEK MESICNE,1996-10-02
10857,50,POPLATEK MESICNE,1996-10-02
692,69,POPLATEK MESICNE,1996-10-02
3158,71,POPLATEK MESICNE,1996-10-03
3071,41,POPLATEK MESICNE,1996-10-03
3913,23,POPLATEK MESICNE,1996-10-04
2807,42,POPLATEK MESICNE,1996-10-04
3904,18,POPLATEK MESICNE,1996-10-05
1558,32,POPLATEK MESICNE,1996-10-06
2465,57,POPLATEK MESICNE,1996-10-06
325,75,POPLATEK MESICNE,1996-10-06
7636,40,POPLATEK MESICNE,1996-10-08
1812,31,POPLATEK MESICNE,1996-10-08
2999,66,POPLATEK MESICNE,1996-10-08
3394,23,POPLATEK MESICNE,1996-10-09
1003,28,POPLATEK MESICNE,1996-10-10
4090,72,POPLATEK MESICNE,1996-10-11
3249,74,POPLATEK MESICNE,1996-10-11
3329,3,POPLATEK MESICNE,1996-10-12
9677,8,POPLATEK MESICNE,1996-10-13
536,14,POPLATEK MESICNE,1996-10-13
2475,17,POPLATEK MESICNE,1996-10-13
11325,62,POPLATEK MESICNE,1996-10-15
8628,2,POPLATEK PO OBRATU,1996-10-15
4493,61,POPLATEK PO OBRATU,1996-10-15
3776,1,POPLATEK MESICNE,1996-10-16
1577,67,POPLATEK MESICNE,1996-10-16
1645,50,POPLATEK MESICNE,1996-10-16
1492,24,POPLATEK MESICNE,1996-10-17
3766,29,POPLATEK PO OBRATU,1996-10-18
1745,53,POPLATEK MESICNE,1996-10-19
473,73,POPLATEK MESICNE,1996-10-20
1464,73,POPLATEK MESICNE,1996-10-21
2290,37,POPLATEK MESICNE,1996-10-22
366,1,POPLATEK MESICNE,1996-10-23
1226,1,POPLATEK MESICNE,1996-10-23
5912,45,POPLATEK MESICNE,1996-10-25
778,68,POPLATEK MESICNE,1996-10-26
3811,1,POPLATEK MESICNE,1996-10-26
281,1,POPLATEK MESICNE,1996-10-27
9201,69,POPLATEK MESICNE,1996-10-28
888,54,POPLATEK MESICNE,1996-10-28
3956,6,POPLATEK MESICNE,1996-10-28
806,13,POPLATEK MESICNE,1996-10-29
65,36,POPLATEK MESICNE,1996-10-29
2279,2,POPLATEK TYDNE,1996-10-30
3228,29,POPLATEK MESICNE,1996-10-30
3022,64,POPLATEK MESICNE,1996-10-30
122,31,POPLATEK MESICNE,1996-10-30
6265,5,POPLATEK MESICNE,1996-11-01
6440,1,POPLATEK MESICNE,1996-11-01
2685,67,POPLATEK MESICNE,1996-11-01
1663,55,POPLATEK MESICNE,1996-11-02
255,68,POPLATEK MESICNE,1996-11-03
714,23,POPLATEK MESICNE,1996-11-04
1324,42,POPLATEK MESICNE,1996-11-05
431,18,POPLATEK MESICNE,1996-11-05
11328,54,POPLATEK MESICNE,1996-11-05
3626,51,POPLATEK MESICNE,1996-11-05
1899,26,POPLATEK MESICNE,1996-11-05
91,17,POPLATEK MESICNE,1996-11-06
4753,1,POPLATEK MESICNE,1996-11-07
9333,36,POPLATEK MESICNE,1996-11-08
829,59,POPLATEK MESICNE,1996-11-10
2160,72,POPLATEK MESICNE,1996-11-10
4383,73,POPLATEK MESICNE,1996-11-10
2517,55,POPLATEK PO OBRATU,1996-11-10
4286,43,POPLATEK MESICNE,1996-11-11
3498,31,POPLATEK MESICNE,1996-11-12
2258,3,POPLATEK MESICNE,1996-11-12
3177,74,POPLATEK MESICNE,1996-11-12
1638,6,POPLATEK TYDNE,1996-11-12
4102,60,POPLATEK MESICNE,1996-11-13
2032,36,POPLATEK MESICNE,1996-11-14
3884,1,POPLATEK MESICNE,1996-11-14
63,22,POPLATEK MESICNE,1996-11-16
3291,45,POPLATEK MESICNE,1996-11-16
1021,42,POPLATEK MESICNE,1996-11-17
4069,38,POPLATEK MESICNE,1996-11-17
530,54,POPLATEK MESICNE,1996-11-19
508,74,POPLATEK MESICNE,1996-11-19
77,63,POPLATEK MESICNE,1996-11-19
2826,35,POPLATEK MESICNE,1996-11-20
797,57,POPLATEK MESICNE,1996-11-20
1549,21,POPLATEK MESICNE,1996-11-21
3093,16,POPLATEK MESICNE,1996-11-21
2234,3,POPLATEK MESICNE,1996-11-21
3809,1,POPLATEK MESICNE,1996-11-21
3517,26,POPLATEK MESICNE,1996-11-22
2264,41,POPLATEK MESICNE,1996-11-22
8688,66,POPLATEK MESICNE,1996-11-22
3282,1,POPLATEK MESICNE,1996-11-24
1242,74,POPLATEK PO OBRATU,1996-11-24
1393,1,POPLATEK MESICNE,1996-11-24
2303,41,POPLATEK MESICNE,1996-11-24
3708,64,POPLATEK MESICNE,1996-11-24
209,37,POPLATEK MESICNE,1996-11-24
7,60,POPLATEK MESICNE,1996-11-24
1347,8,POPLATEK MESICNE,1996-11-24
8523,54,POPLATEK MESICNE,1996-11-25
1712,44,POPLATEK MESICNE,1996-11-25
14,47,POPLATEK MESICNE,1996-11-27
549,5,POPLATEK MESICNE,1996-11-27
143,21,POPLATEK MESICNE,1996-11-27
79,3,POPLATEK MESICNE,1996-11-29
3799,74,POPLATEK MESICNE,1996-11-29
7745,2,POPLATEK MESICNE,1996-11-29
1435,1,POPLATEK MESICNE,1996-12-01
3507,9,POPLATEK MESICNE,1996-12-01
10280,69,POPLATEK MESICNE,1996-12-01
1296,50,POPLATEK MESICNE,1996-12-02
3018,34,POPLATEK MESICNE,1996-12-03
249,28,POPLATEK MESICNE,1996-12-03
2544,38,POPLATEK MESICNE,1996-12-04
599,54,POPLATEK MESICNE,1996-12-04
2589,10,POPLATEK MESICNE,1996-12-04
2286,70,POPLATEK MESICNE,1996-12-06
7176,1,POPLATEK MESICNE,1996-12-07
8225,50,POPLATEK MESICNE,1996-12-07
1361,46,POPLATEK MESICNE,1996-12-09
11096,28,POPLATEK MESICNE,1996-12-10
5817,77,POPLATEK PO OBRATU,1996-12-10
1587,1,POPLATEK MESICNE,1996-12-11
905,35,POPLATEK MESICNE,1996-12-11
980,1,POPLATEK MESICNE,1996-12-11
561,11,POPLATEK MESICNE,1996-12-12
4631,77,POPLATEK PO OBRATU,1996-12-12
1055,29,POPLATEK MESICNE,1996-12-12
9153,9,POPLATEK MESICNE,1996-12-12
1368,22,POPLATEK MESICNE,1996-12-12
3452,63,POPLATEK MESICNE,1996-12-13
3450,1,POPLATEK MESICNE,1996-12-13
